job,marital,balance,age_group,is_having_debt,Cluster
white-collar,single,4428648,gen-z,2,1
white-collar,married,33579672,boomers,0,0
white-collar,married,13336848,gen_x,0,2
blue-collar,married,15084552,millennials,1,2
white-collar,single,33155472,millennials,2,0
others,married,6498744,boomers,0,2
white-collar,married,16968,millennials,0,0
entrepreneur,married,458136,gen_x,1,2
others,single,235634616,gen-z,0,1
others,married,29558256,boomers,0,2
white-collar,married,8110704,gen_x,0,2
others,single,20955480,gen-z,0,1
others,married,12013344,boomers,0,2
others,single,0,millennials,0,1
others,married,300995352,boomers,0,2
white-collar,single,7465920,gen-z,1,1
blue-collar,married,78137640,gen_x,0,2
others,single,-2511264,gen-z,1,1
white-collar,single,47764920,gen_x,1,1
others,married,88352376,boomers,0,2
white-collar,married,52295376,gen_x,0,2
white-collar,married,8399160,millennials,0,0
others,single,8127672,gen-z,0,1
white-collar,married,20921544,gen_x,1,2
others,married,46611096,boomers,0,2
others,married,12539352,boomers,0,2
blue-collar,married,10859520,gen_x,1,2
white-collar,single,33936,millennials,1,0
others,married,31272024,boomers,0,2
entrepreneur,single,5344920,gen_x,0,1
blue-collar,single,5463696,gen-z,0,1
white-collar,married,124392408,gen_x,0,2
others,married,29948520,boomers,0,2
others,single,20972448,boomers,1,1
white-collar,married,0,millennials,0,0
white-collar,single,4666200,millennials,0,0
white-collar,married,50904,gen-z,1,0
white-collar,single,102588528,gen_x,2,1
others,single,492072,gen-z,0,1
white-collar,single,40383840,gen-z,0,1
others,married,15848112,boomers,0,2
white-collar,married,1679832,millennials,0,0
white-collar,single,17188584,gen_x,0,1
white-collar,single,10112928,gen_x,1,1
white-collar,married,39891768,gen_x,0,2
white-collar,married,4632264,gen_x,1,2
white-collar,married,81022200,millennials,0,0
blue-collar,married,52753512,gen_x,0,2
blue-collar,married,6583584,gen_x,0,2
blue-collar,married,4445616,millennials,0,2
blue-collar,married,11097072,gen_x,0,2
others,single,1085952,millennials,0,1
white-collar,single,31475640,millennials,0,0
white-collar,single,13744080,gen_x,0,1
others,single,28234752,gen_x,0,1
white-collar,married,33936,gen_x,0,2
white-collar,single,6142416,gen-z,0,1
white-collar,married,22448664,millennials,0,0
white-collar,married,27352416,gen_x,0,2
white-collar,married,21939624,millennials,0,0
white-collar,single,57419712,millennials,0,0
white-collar,single,5853960,gen-z,0,1
white-collar,single,14830032,gen-z,1,1
white-collar,married,30864792,millennials,0,0
white-collar,single,14677320,gen-z,0,1
others,married,4106256,boomers,0,2
blue-collar,married,185680824,gen_x,0,2
white-collar,married,77017752,millennials,0,0
white-collar,single,7075656,millennials,1,0
others,single,13235040,gen-z,0,1
others,married,82243896,boomers,0,2
others,married,0,boomers,0,2
white-collar,single,13659240,millennials,0,0
white-collar,single,9383304,gen-z,1,1
white-collar,married,47798856,gen_x,0,2
others,single,10095960,gen_x,1,1
white-collar,single,27929328,gen-z,0,1
white-collar,single,13710144,gen-z,0,1
white-collar,single,12929616,gen-z,0,1
others,married,746592,boomers,0,2
white-collar,married,14982744,gen_x,0,2
others,married,7211400,boomers,0,2
white-collar,single,40163256,gen_x,0,1
white-collar,single,101689224,gen_x,0,1
blue-collar,married,173955936,gen_x,0,2
white-collar,single,16968000,millennials,1,0
others,single,74319840,boomers,0,1
white-collar,single,46763808,boomers,0,1
white-collar,single,349286280,gen-z,0,1
white-collar,married,86570736,gen_x,0,2
others,single,3037272,gen-z,0,1
white-collar,single,8993040,millennials,1,0
white-collar,married,44133768,gen_x,0,2
white-collar,married,9145752,millennials,0,0
white-collar,married,2545200,millennials,0,0
white-collar,married,17578848,gen_x,0,2
others,married,50123472,boomers,0,2
white-collar,married,2002224,gen_x,0,2
white-collar,single,4038384,gen_x,0,1
white-collar,married,0,gen_x,0,2
white-collar,married,30389688,gen_x,0,2
others,married,15423912,boomers,0,2
others,married,19954368,boomers,0,2
others,married,16968,boomers,0,2
white-collar,married,43302336,millennials,2,0
white-collar,married,20005272,millennials,1,0
others,single,0,boomers,0,1
white-collar,single,77119560,gen-z,0,1
others,single,20208888,gen-z,0,1
white-collar,married,57199128,boomers,0,0
others,single,0,gen-z,0,1
white-collar,single,15763272,gen_x,1,1
white-collar,married,179572344,gen_x,0,2
white-collar,single,237552,gen-z,0,1
white-collar,married,271488,millennials,1,0
white-collar,single,0,gen_x,0,1
white-collar,married,19428360,millennials,1,0
others,single,84840,gen-z,0,1
white-collar,married,36515136,gen_x,0,2
blue-collar,married,24620568,millennials,0,2
others,married,72724848,boomers,0,2
white-collar,married,0,gen_x,0,2
white-collar,single,29032248,millennials,0,0
blue-collar,married,69025824,gen_x,0,2
white-collar,married,1849512,gen_x,0,2
entrepreneur,married,0,boomers,0,2
white-collar,married,10367448,millennials,0,0
white-collar,married,35429184,millennials,1,0
blue-collar,single,31662288,gen_x,1,1
others,single,2239776,gen-z,0,1
white-collar,single,58132368,gen_x,0,1
white-collar,single,34733496,millennials,1,0
white-collar,married,407232,millennials,0,0
others,married,668284680,millennials,0,0
others,married,0,boomers,0,2
white-collar,married,3427536,millennials,0,0
white-collar,married,65191056,gen_x,0,2
blue-collar,married,5650344,boomers,0,2
white-collar,single,35310408,gen_x,0,1
blue-collar,single,23127384,millennials,0,1
white-collar,married,2680944,gen_x,1,2
white-collar,married,20768832,boomers,0,0
white-collar,single,41741280,millennials,0,0
white-collar,married,70451136,gen_x,1,2
white-collar,single,36311520,gen-z,0,1
white-collar,married,3206952,millennials,0,0
white-collar,married,4886784,gen_x,0,2
others,married,268671312,boomers,0,2
blue-collar,married,25367160,gen_x,1,2
white-collar,single,17426136,millennials,1,0
others,single,102418848,gen-z,0,1
white-collar,single,10401384,gen-z,0,1
white-collar,single,115110912,gen-z,0,1
white-collar,married,24841152,gen_x,0,2
white-collar,married,140749560,gen_x,0,2
blue-collar,married,6498744,gen_x,0,2
white-collar,married,445121544,millennials,0,0
white-collar,married,373296,millennials,0,0
white-collar,single,2884560,gen-z,0,1
others,single,70009968,gen-z,0,1
white-collar,married,186648,millennials,1,0
others,married,49495656,boomers,0,2
entrepreneur,single,5395824,millennials,1,1
white-collar,married,0,millennials,0,0
others,married,1207917984,gen_x,0,2
others,married,7041720,gen_x,0,2
white-collar,single,2680944,gen-z,0,1
others,married,26945184,gen_x,0,2
white-collar,single,2121000,gen-z,0,1
white-collar,single,0,gen-z,0,1
white-collar,married,2850624,millennials,0,0
white-collar,single,11114040,gen-z,0,1
white-collar,married,49733208,boomers,0,0
blue-collar,single,63239736,gen_x,0,1
white-collar,single,14490672,gen_x,0,1
white-collar,married,4784976,gen_x,0,2
others,married,150964296,boomers,0,2
others,single,933240,gen-z,0,1
others,married,7041720,boomers,1,2
others,married,2053128,boomers,0,2
blue-collar,married,10248672,millennials,1,2
white-collar,single,13455624,millennials,0,0
white-collar,single,92255016,millennials,0,0
white-collar,married,34971048,millennials,2,0
white-collar,single,7075656,gen-z,0,1
white-collar,single,20107080,gen-z,0,1
white-collar,single,14813064,gen-z,0,1
others,married,0,boomers,0,2
white-collar,single,163384872,millennials,0,0
white-collar,single,2918496,gen-z,2,1
others,single,52668672,boomers,0,1
white-collar,single,4615296,millennials,1,0
others,married,4852848,boomers,0,2
white-collar,married,286301064,gen_x,0,2
others,married,15186360,gen_x,0,2
others,married,3342696,gen_x,0,2
blue-collar,single,8212512,millennials,0,1
others,married,40689264,boomers,0,2
others,married,0,gen_x,0,2
blue-collar,single,31509576,gen-z,1,1
others,married,6396936,gen_x,0,2
others,married,0,boomers,0,2
white-collar,single,16849224,gen-z,0,1
blue-collar,married,0,gen_x,0,2
others,single,0,boomers,0,1
blue-collar,single,899304,millennials,0,1
blue-collar,married,23568552,boomers,0,2
white-collar,single,29354640,millennials,1,0
white-collar,married,77984928,millennials,1,0
white-collar,married,14405832,gen_x,1,2
white-collar,single,59863104,gen-z,0,1
others,married,9586920,gen_x,0,2
blue-collar,single,4309872,gen_x,0,1
white-collar,single,30220008,millennials,0,0
white-collar,married,57945720,gen-z,0,0
others,single,1340472,boomers,0,1
others,married,36311520,boomers,0,2
others,single,0,boomers,0,1
white-collar,single,204277752,gen_x,0,1
white-collar,single,50615544,millennials,1,0
blue-collar,married,42827232,gen_x,0,2
others,married,203616,gen_x,0,2
white-collar,single,2358552,gen-z,1,1
others,single,42216384,gen-z,0,1
others,married,71537088,boomers,0,2
others,married,105812448,boomers,0,2
others,single,120659448,boomers,1,1
blue-collar,married,19292616,gen_x,0,2
blue-collar,married,116722872,gen_x,0,2
others,married,16781352,boomers,0,2
others,married,24264240,boomers,0,2
white-collar,single,27929328,gen-z,0,1
white-collar,married,158294472,gen_x,0,2
white-collar,married,1357440,millennials,2,0
entrepreneur,single,9128784,gen_x,1,1
white-collar,married,66633336,gen_x,0,2
others,married,0,gen_x,0,2
white-collar,married,322392,millennials,2,0
white-collar,married,37601088,gen_x,1,2
blue-collar,married,74913720,boomers,0,2
entrepreneur,single,20141016,gen_x,1,1
white-collar,single,6125448,boomers,0,1
entrepreneur,single,35785512,gen_x,0,1
white-collar,married,18546024,gen_x,2,2
white-collar,single,6532680,millennials,0,0
white-collar,married,9858408,millennials,1,0
white-collar,married,56724024,gen_x,0,2
white-collar,married,135744,gen_x,0,2
others,single,43760472,gen_x,0,1
blue-collar,single,47612208,gen-z,0,1
others,married,19072032,boomers,0,2
white-collar,single,21125160,gen_x,0,1
white-collar,single,44897328,millennials,0,0
white-collar,single,101808,boomers,1,1
white-collar,married,15033648,gen_x,1,2
white-collar,married,3342696,gen_x,1,2
white-collar,married,20157984,gen_x,0,2
others,married,25367160,boomers,0,2
white-collar,single,11368560,millennials,0,0
white-collar,single,10045056,millennials,0,0
others,single,33342120,boomers,0,1
white-collar,married,2239776,gen-z,0,0
white-collar,married,0,boomers,0,0
others,married,2765784,boomers,0,2
white-collar,married,45609984,millennials,0,0
others,married,18393312,boomers,0,2
others,single,1815576,gen-z,0,1
white-collar,married,5310984,gen_x,0,2
white-collar,married,634229904,gen_x,1,2
white-collar,married,22007496,millennials,1,0
white-collar,married,2154936,millennials,1,0
white-collar,single,2443392,millennials,2,0
white-collar,married,19988304,millennials,2,0
white-collar,single,88623864,gen-z,0,1
others,married,19801656,gen_x,0,2
blue-collar,married,147485856,gen_x,1,2
white-collar,single,882336,millennials,1,0
white-collar,single,26792472,gen-z,0,1
blue-collar,married,4683168,boomers,0,2
blue-collar,married,1578024,millennials,0,2
blue-collar,married,678720,boomers,0,2
blue-collar,single,31051440,millennials,0,1
others,married,36294552,boomers,0,2
white-collar,married,71231664,gen_x,0,2
white-collar,married,0,gen-z,0,0
others,married,79613856,boomers,1,2
blue-collar,single,27657840,gen_x,0,1
others,married,0,boomers,0,2
others,married,2613072,boomers,0,2
white-collar,married,231935592,millennials,0,0
others,single,0,boomers,0,1
others,married,22228080,boomers,0,2
white-collar,married,3122112,millennials,0,0
others,married,33936,boomers,0,2
others,married,10910424,boomers,0,2
white-collar,married,593880,millennials,1,0
white-collar,married,36464232,gen_x,1,2
white-collar,married,7499856,millennials,0,0
others,single,126733992,gen_x,0,1
white-collar,single,9094848,gen-z,0,1
white-collar,married,65700096,gen_x,0,2
others,single,1747704,gen-z,0,1
blue-collar,married,22245048,gen_x,0,2
white-collar,single,0,gen_x,0,1
white-collar,single,12997488,gen-z,0,1
blue-collar,married,25927104,boomers,0,2
blue-collar,married,33257280,millennials,2,2
blue-collar,married,43387176,gen_x,1,2
others,married,4734072,boomers,0,2
others,single,1340472,millennials,0,1
white-collar,married,7007784,millennials,0,0
white-collar,married,22363824,gen_x,0,2
others,married,63986328,boomers,0,2
others,married,0,boomers,0,2
others,single,44439192,boomers,0,1
white-collar,married,104149584,millennials,0,0
white-collar,married,108323712,boomers,0,0
others,married,0,boomers,0,2
blue-collar,single,2188872,gen-z,0,1
white-collar,married,7957992,gen_x,0,2
white-collar,married,15152424,gen-z,0,0
white-collar,single,62815536,gen_x,0,1
others,married,48358800,boomers,0,2
white-collar,single,8874264,millennials,1,0
white-collar,married,7177464,gen_x,2,2
others,married,8365224,boomers,0,2
others,single,0,boomers,0,1
blue-collar,single,52923192,millennials,0,1
white-collar,single,144465552,millennials,0,0
others,married,8806392,boomers,0,2
white-collar,married,11707920,millennials,0,0
white-collar,married,38449488,millennials,0,0
blue-collar,married,68160456,millennials,0,2
white-collar,single,10910424,gen_x,0,1
white-collar,married,39671184,millennials,0,0
blue-collar,single,0,gen_x,1,1
white-collar,married,0,boomers,0,0
others,single,69212472,boomers,0,1
others,married,53873400,boomers,0,2
others,married,9977184,boomers,0,2
white-collar,single,109969608,boomers,0,1
others,married,25706520,boomers,1,2
others,single,152712,millennials,0,1
blue-collar,married,13913760,gen_x,0,2
blue-collar,married,23432808,boomers,0,2
white-collar,single,27963264,millennials,0,0
white-collar,single,27471192,boomers,0,1
blue-collar,married,63545160,gen_x,0,2
white-collar,single,19971336,gen-z,0,1
white-collar,single,4309872,millennials,0,0
white-collar,single,5667312,gen-z,0,1
white-collar,married,110003544,boomers,0,0
white-collar,single,10995264,gen-z,0,1
others,married,13676208,boomers,0,2
blue-collar,single,184764552,gen_x,0,1
blue-collar,single,30270912,gen_x,0,1
blue-collar,single,23941848,boomers,0,1
others,married,9519048,gen_x,0,2
others,married,30321816,gen-z,0,2
white-collar,single,1883448,gen_x,0,1
white-collar,single,4428648,gen-z,0,1
white-collar,married,14100408,gen_x,2,2
others,married,135744,gen_x,0,2
white-collar,married,2918496,gen-z,1,0
white-collar,married,0,gen_x,0,2
others,single,127752072,gen-z,0,1
others,married,204752856,boomers,0,2
white-collar,married,26147688,boomers,0,0
others,single,140902272,millennials,0,1
white-collar,married,30576336,millennials,0,0
others,single,58912896,gen-z,0,1
white-collar,married,3495408,millennials,0,0
white-collar,single,0,millennials,0,0
others,married,23551584,boomers,0,2
others,married,30661176,boomers,0,2
white-collar,married,8144640,millennials,0,0
white-collar,married,1170792,gen_x,2,2
others,married,9688728,boomers,1,2
white-collar,married,67770192,gen_x,1,2
blue-collar,married,6787200,millennials,0,2
others,single,53703720,gen-z,0,1
white-collar,single,28726824,gen_x,1,1
white-collar,single,1357440,gen-z,0,1
white-collar,married,4530456,boomers,0,0
blue-collar,married,43794408,gen_x,0,2
blue-collar,single,0,millennials,1,1
others,married,8025864,boomers,0,2
white-collar,single,57182160,gen_x,0,1
others,single,19241712,gen-z,0,1
others,married,83346816,boomers,0,2
others,married,64648080,boomers,0,2
others,single,5243112,gen_x,0,1
white-collar,single,115501176,millennials,0,0
others,single,407656200,gen-z,0,1
others,single,114466128,boomers,0,1
white-collar,married,6363000,gen_x,0,2
white-collar,single,11164944,millennials,1,0
white-collar,married,6295128,gen_x,2,2
others,single,45694824,boomers,0,1
white-collar,married,79545984,boomers,0,0
white-collar,single,1187760,millennials,1,0
others,single,5582472,gen-z,0,1
white-collar,married,1340472,millennials,1,0
white-collar,single,0,gen_x,0,1
blue-collar,single,106576008,millennials,0,1
others,married,13150200,boomers,0,2
white-collar,married,47154072,millennials,0,0
white-collar,single,6973848,gen-z,0,1
others,single,36379392,boomers,0,1
white-collar,single,8942136,gen_x,1,1
white-collar,single,7313208,gen_x,0,1
white-collar,single,29694000,millennials,1,0
white-collar,single,10910424,millennials,0,0
white-collar,married,2087064,gen-z,1,0
others,married,35021952,boomers,0,2
white-collar,married,0,gen_x,0,2
blue-collar,single,64342656,gen-z,0,1
others,married,81565176,boomers,0,2
others,married,145975704,boomers,0,2
white-collar,single,36956304,gen-z,0,1
others,single,3885672,boomers,0,1
blue-collar,married,0,gen_x,0,2
others,married,50751288,boomers,0,2
white-collar,married,67872,boomers,0,0
white-collar,married,70824432,millennials,0,0
white-collar,married,185375400,gen_x,0,2
blue-collar,single,40909848,millennials,1,1
blue-collar,married,248513328,gen_x,0,2
others,married,1459248,boomers,0,2
white-collar,single,188599320,gen_x,0,1
others,married,13506528,boomers,0,2
white-collar,married,0,millennials,1,0
white-collar,married,117079200,gen_x,0,2
white-collar,married,99737904,millennials,0,0
white-collar,married,30203040,boomers,1,0
white-collar,married,28387464,gen_x,0,2
white-collar,single,3105144,millennials,0,0
white-collar,single,0,millennials,0,0
others,married,61899264,gen_x,0,2
white-collar,single,7058688,millennials,0,0
others,married,69772416,boomers,0,2
white-collar,married,18800544,millennials,0,0
white-collar,married,41792184,gen_x,0,2
white-collar,married,0,millennials,0,0
white-collar,single,610848,gen_x,0,1
others,married,5989704,boomers,0,2
others,married,24179400,gen_x,0,2
white-collar,married,12250896,gen_x,0,2
white-collar,married,0,gen_x,1,2
others,married,47764920,boomers,0,2
others,married,9196656,boomers,0,2
white-collar,single,66124296,gen_x,0,1
blue-collar,single,23432808,boomers,0,1
others,married,4123224,boomers,0,2
white-collar,married,14677320,gen_x,1,2
white-collar,married,23297064,gen_x,0,2
others,single,15983856,gen_x,0,1
blue-collar,married,51362136,gen_x,1,2
white-collar,married,4309872,gen_x,0,2
white-collar,single,5277048,gen_x,2,1
white-collar,single,0,gen-z,1,1
blue-collar,single,0,millennials,0,1
white-collar,single,6753264,gen-z,0,1
blue-collar,married,16832256,gen_x,1,2
others,single,390264,gen-z,0,1
others,married,12420576,gen_x,0,2
white-collar,married,78544872,gen_x,1,2
others,married,12675096,boomers,0,2
others,married,10452288,boomers,0,2
white-collar,married,0,gen_x,2,2
white-collar,married,2375520,gen_x,0,2
blue-collar,married,0,gen_x,0,2
others,married,1476216,boomers,0,2
white-collar,married,0,gen_x,0,2
white-collar,single,6329064,millennials,1,0
white-collar,married,6498744,boomers,0,0
others,married,16832256,boomers,0,2
blue-collar,single,1187760,millennials,0,1
white-collar,single,85908984,gen_x,0,1
others,single,77577696,boomers,0,1
others,married,27556032,boomers,0,2
white-collar,single,305424,millennials,2,0
blue-collar,married,3088176,gen_x,0,2
blue-collar,single,30338784,gen-z,0,1
blue-collar,married,11181912,gen_x,0,2
others,single,2188872,millennials,0,1
white-collar,single,53788560,millennials,0,0
others,married,15899016,boomers,0,2
white-collar,single,287353080,gen-z,0,1
white-collar,married,27131832,gen-z,1,0
others,married,1510152,boomers,0,2
white-collar,married,58760184,gen_x,1,2
white-collar,married,190720320,boomers,1,0
white-collar,single,12471480,gen_x,0,1
others,single,10231704,gen-z,0,1
others,married,33936,boomers,0,2
others,married,134810760,boomers,0,2
others,married,29558256,boomers,0,2
white-collar,married,84568512,boomers,0,0
white-collar,single,6617520,gen-z,0,1
others,married,17035872,boomers,0,2
others,married,81225816,boomers,0,2
white-collar,single,29303736,millennials,0,0
blue-collar,married,54518184,gen_x,0,2
white-collar,single,15508752,gen-z,1,1
blue-collar,married,39467568,gen_x,0,2
white-collar,married,1374408,millennials,1,0
blue-collar,married,37838640,gen_x,0,2
white-collar,single,11317656,gen-z,0,1
white-collar,married,3444504,millennials,0,0
white-collar,married,230391504,gen_x,0,2
white-collar,married,67040568,boomers,0,0
white-collar,married,4072320,gen_x,1,2
white-collar,single,5735184,gen-z,0,1
white-collar,single,0,gen_x,0,1
others,married,0,boomers,0,2
white-collar,single,0,gen-z,0,1
white-collar,married,16017792,gen-z,0,0
blue-collar,married,4615296,boomers,0,2
blue-collar,married,84840,gen_x,0,2
white-collar,single,11826696,gen-z,0,1
white-collar,married,899304,millennials,1,0
white-collar,single,0,gen_x,0,1
others,single,11623080,millennials,1,1
others,married,33053664,boomers,0,2
white-collar,married,62001072,gen_x,0,2
blue-collar,married,16323216,gen_x,1,2
others,single,39128208,gen-z,0,1
white-collar,single,16628640,millennials,0,0
white-collar,single,9349368,gen_x,0,1
white-collar,married,6702360,gen_x,0,2
white-collar,single,2697912,gen_x,0,1
others,married,16917096,boomers,0,2
white-collar,married,8093736,boomers,1,0
white-collar,single,15610560,millennials,1,0
white-collar,married,62153784,gen_x,0,2
white-collar,married,22516536,millennials,0,0
blue-collar,married,1951320,boomers,0,2
white-collar,single,14473704,gen-z,0,1
others,single,140461104,gen-z,0,1
others,married,33036696,gen_x,0,2
others,married,130433016,boomers,0,2
white-collar,married,126547344,boomers,0,0
white-collar,married,135302832,millennials,1,0
others,married,0,gen_x,0,2
others,married,30389688,boomers,0,2
white-collar,single,48290928,millennials,1,0
white-collar,single,899304,gen-z,0,1
white-collar,single,49784112,millennials,0,0
white-collar,single,5904864,gen_x,0,1
white-collar,single,746592,gen-z,0,1
blue-collar,married,20242824,millennials,0,2
others,married,3902640,boomers,0,2
others,married,148113672,boomers,0,2
white-collar,married,12386640,gen_x,1,2
others,married,29269800,gen_x,2,2
others,married,40451712,boomers,0,2
white-collar,married,57708168,gen_x,0,2
blue-collar,married,14948808,gen_x,0,2
blue-collar,married,59591616,gen_x,0,2
others,single,25825296,gen-z,0,1
others,married,26894280,gen_x,0,2
others,single,71995224,gen_x,0,1
others,single,63070056,gen-z,0,1
others,single,143108112,gen_x,0,1
white-collar,married,56011368,millennials,1,0
white-collar,married,25553808,millennials,0,0
white-collar,married,31085376,gen_x,1,2
others,single,0,gen-z,0,1
white-collar,single,42165480,millennials,1,0
white-collar,single,14354928,gen-z,0,1
white-collar,single,65343768,gen-z,0,1
white-collar,married,12420576,millennials,0,0
white-collar,married,51243360,boomers,0,0
white-collar,married,8619744,millennials,0,0
white-collar,married,661752,gen_x,0,2
white-collar,single,158090856,millennials,0,0
others,married,33800256,boomers,0,2
white-collar,single,10180800,millennials,0,0
others,single,51820272,gen-z,0,1
white-collar,married,8025864,gen_x,1,2
white-collar,single,9773568,millennials,0,0
white-collar,single,92679216,millennials,0,0
others,married,14134344,millennials,1,0
white-collar,married,15373008,gen-z,0,0
white-collar,married,9841440,millennials,1,0
white-collar,married,9841440,gen_x,1,2
white-collar,married,47120136,gen_x,1,2
white-collar,married,74862816,gen_x,0,2
blue-collar,married,15644496,boomers,0,2
others,married,23823072,gen-z,1,2
others,single,21803880,boomers,0,1
white-collar,single,34563816,gen_x,0,1
others,single,175313376,gen-z,0,1
white-collar,married,19224744,millennials,1,0
white-collar,married,30847824,gen_x,2,2
white-collar,married,3478440,gen_x,0,2
white-collar,married,0,gen_x,2,2
white-collar,single,20768832,millennials,1,0
white-collar,married,4038384,millennials,0,0
white-collar,single,1052016,millennials,1,0
white-collar,single,40689264,gen_x,1,1
white-collar,single,0,gen_x,0,1
others,single,11945472,boomers,0,1
white-collar,married,8585808,millennials,0,0
others,married,99619128,boomers,0,2
white-collar,single,6481776,millennials,0,0
white-collar,married,39908736,boomers,0,0
blue-collar,married,6108480,gen_x,0,2
white-collar,single,15915984,gen-z,0,1
blue-collar,married,25587744,millennials,0,2
blue-collar,married,28794696,millennials,0,2
blue-collar,married,33936,boomers,0,2
white-collar,single,29184960,gen-z,0,1
others,married,47714016,millennials,1,0
others,married,25316256,boomers,0,2
others,married,122542896,millennials,1,0
others,single,2647008,gen-z,0,1
white-collar,married,0,millennials,0,0
white-collar,married,1900416,gen_x,1,2
white-collar,married,30746016,millennials,0,0
white-collar,married,8178576,boomers,0,0
white-collar,single,33936,gen-z,0,1
white-collar,married,8823360,gen_x,0,2
white-collar,married,30169104,millennials,0,0
white-collar,married,102079488,boomers,0,0
white-collar,married,8942136,millennials,0,0
white-collar,single,89523168,millennials,0,0
white-collar,single,3732960,millennials,1,0
white-collar,married,6821136,gen_x,0,2
white-collar,married,10231704,gen_x,1,2
others,single,933240,boomers,0,1
blue-collar,married,210420168,gen_x,0,2
others,married,322392,boomers,0,2
white-collar,married,0,gen_x,0,2
others,married,3834768,boomers,0,2
white-collar,married,41401920,millennials,0,0
white-collar,married,111530664,gen_x,1,2
others,married,15983856,boomers,0,2
white-collar,married,9434208,gen-z,1,0
white-collar,married,28828632,millennials,0,0
white-collar,married,113668632,millennials,0,0
white-collar,married,178859688,gen_x,0,2
others,married,26062848,millennials,0,0
others,single,3987480,gen-z,0,1
white-collar,single,15865080,millennials,0,0
white-collar,married,184289448,gen_x,0,2
entrepreneur,married,39552408,boomers,0,2
white-collar,married,40282032,millennials,1,0
white-collar,single,20836704,millennials,0,0
white-collar,married,23008608,gen_x,1,2
others,single,2121000,gen-z,0,1
others,single,156512832,boomers,0,1
blue-collar,single,106542072,gen-z,1,1
white-collar,single,25910136,millennials,1,0
white-collar,single,53296488,millennials,0,0
blue-collar,married,66853920,gen_x,1,2
white-collar,married,2714880,gen_x,0,2
white-collar,married,47781888,gen_x,0,2
others,single,1849512,boomers,0,1
white-collar,married,0,millennials,0,0
white-collar,married,45236688,millennials,0,0
white-collar,single,26028912,gen_x,0,1
others,married,43387176,boomers,1,2
others,married,39060336,boomers,0,2
white-collar,married,6872040,boomers,0,0
white-collar,married,388007256,millennials,1,0
white-collar,married,36566040,gen_x,1,2
blue-collar,single,22245048,boomers,0,1
others,married,45151848,boomers,0,2
others,married,1594992,gen_x,0,2
white-collar,married,70620816,boomers,0,0
others,single,3410568,gen_x,0,1
white-collar,married,23551584,millennials,1,0
white-collar,married,0,gen_x,0,2
white-collar,single,77883120,gen-z,1,1
others,married,19750752,boomers,0,2
white-collar,married,30287880,gen_x,0,2
white-collar,single,36209712,millennials,0,0
others,married,155426880,boomers,0,2
others,married,60728472,boomers,0,2
white-collar,married,57199128,gen_x,0,2
white-collar,single,10384416,millennials,0,0
white-collar,single,84958776,millennials,1,0
white-collar,single,10146864,gen-z,0,1
white-collar,single,16000824,gen-z,0,1
blue-collar,married,6464808,gen_x,0,2
white-collar,married,158922288,millennials,0,0
white-collar,single,114466128,millennials,0,0
white-collar,married,15915984,gen_x,0,2
blue-collar,married,18257568,millennials,0,2
white-collar,married,0,millennials,1,0
white-collar,married,27556032,gen_x,0,2
others,single,13591368,gen-z,0,1
others,single,50904,gen-z,0,1
white-collar,single,18155760,gen_x,1,1
blue-collar,single,74676168,gen_x,0,1
white-collar,single,25604712,millennials,0,0
others,single,2087064,gen-z,0,1
blue-collar,single,61475064,millennials,0,1
white-collar,single,9043944,millennials,0,0
white-collar,married,16866192,gen_x,1,2
white-collar,single,13659240,gen-z,0,1
white-collar,single,2850624,gen-z,0,1
others,married,39009432,gen_x,0,2
blue-collar,married,6549648,millennials,0,2
white-collar,single,17409168,gen-z,0,1
others,married,23246160,boomers,0,2
blue-collar,single,20582184,gen_x,0,1
others,married,136490592,boomers,0,2
others,married,70077840,boomers,0,2
others,single,41130432,gen-z,0,1
white-collar,married,5870928,gen_x,0,2
white-collar,married,22584408,millennials,0,0
others,married,37431408,gen_x,0,2
others,single,0,boomers,0,1
white-collar,married,79630824,gen_x,1,2
blue-collar,married,20870640,gen_x,1,2
others,married,29184960,boomers,0,2
others,single,57979656,boomers,0,1
entrepreneur,married,50411928,millennials,0,0
others,married,54840576,boomers,0,2
others,married,5497632,boomers,0,2
white-collar,single,4751040,millennials,0,0
white-collar,married,29982456,millennials,1,0
others,single,89777688,gen-z,0,1
others,single,1085952,millennials,0,1
blue-collar,single,57742104,gen_x,1,1
white-collar,married,2256744,millennials,0,0
white-collar,single,80513160,gen-z,0,1
white-collar,married,61220544,gen_x,1,2
white-collar,single,47408592,gen_x,0,1
others,single,31458672,gen_x,0,1
others,married,34462008,boomers,0,2
blue-collar,married,25944072,gen_x,1,2
others,married,56401632,boomers,0,2
white-collar,married,86740416,boomers,0,0
others,married,88572960,boomers,0,2
others,married,43947120,boomers,0,2
others,married,44116800,boomers,0,2
white-collar,married,45321528,gen_x,0,2
white-collar,married,4411680,millennials,1,0
entrepreneur,married,24399984,millennials,0,0
others,single,37312632,boomers,0,1
white-collar,single,1951320,millennials,0,0
others,single,10316544,gen-z,0,1
blue-collar,single,7839216,gen_x,0,1
white-collar,married,24959928,boomers,0,0
white-collar,single,237552,gen_x,0,1
others,married,19445328,boomers,0,2
others,married,48579384,boomers,0,2
blue-collar,single,3071208,millennials,0,1
others,married,52838352,boomers,0,2
white-collar,single,6379968,millennials,0,0
others,married,158939256,gen_x,0,2
others,married,0,boomers,0,2
